weekday_num,weekday,anger_avg,anticipation_avg,disgust_avg,fear_avg,joy_avg,sadness_avg,surprise_avg,trust_avg,negative_avg,positive_avg
1,Sun,0.057493641031758594,0.12017649944831942,0.04521462829289286,0.0707113368634138,0.07346355540355638,0.050354335073051086,0.04198191299326637,0.13845207780934085,0.14689007592891407,0.2552619371555319
2,Mon,0.057482425069738836,0.11985102738415365,0.04471361479189437,0.07072297611276847,0.07400660728663451,0.0508682772612971,0.04251099688619125,0.13787288950391374,0.1472006373826222,0.2547705483208469
3,Tue,0.05738543918069746,0.12104192005200548,0.04575104490423007,0.06942448258652845,0.07451438978948988,0.05105101303537024,0.04328699771722335,0.1366238872003026,0.14783383488392032,0.2530869906503003
4,Wed,0.05773535495925078,0.12213452470572486,0.04534519550215342,0.06914050835619545,0.07486286449517573,0.0509812790061416,0.04271130764898102,0.13731369415342431,0.14751930138741465,0.2522559697856016
5,Thu,0.05765975579718237,0.12145522886453954,0.045747623147016137,0.0693821453429147,0.07446792567789587,0.051139770565562015,0.04305450981653167,0.13729724264374454,0.14774229089113722,0.2520535072535347
6,Fri,0.058115547257436055,0.12051315856414065,0.045929488434849924,0.06974364007162029,0.07599768001752835,0.05121369631250517,0.04232078722847662,0.1362484367125085,0.1480789887662293,0.25183857663476267
7,Sat,0.057373000210882284,0.12031774838859209,0.044895609350388416,0.0699734750897833,0.07505031383444301,0.05068002296644656,0.042660217780957216,0.13777241079468325,0.14685827326970452,0.25441892831415397
