feature,mean,std,corr_with_num_comments
postlength,63.16338291078407,120.30439677661434,0.08670129097215025
emotionalworddensity,0.37106549918925325,0.36745077389990094,0.013986889132709311
questioncount,1.0255156138960675,1.5530459642135355,0.08144273334665289
readabilityscore,7.474569067496928,5.143199063319689,0.016597925961127014
