length_bin,n_posts,avg_num_comments,avg_score,avg_post_length
long_>500,106335,13.541336342690553,18.347900503126912,839.1317252080688
medium_100_500,219424,14.178380669388945,16.41909271547324,296.14579535511155
short_<100,823890,1.4051754481787617,1.5819623978929227,15.608009564383595
